group_deal_category,group_created_by,delivery_coordinates,delivery_location_name,unique_group_members,total_groups,monday_orders,tuesday_orders,wednesday_orders,thursday_orders,friday_orders,saturday_orders,sunday_orders,active_days,total_orders
NORMAL_GROUPS,13d69223-8126-4f38-a4a4-d9e814da3bb5,POINT(38.790102 8.877297),A1,1,1,0,0,0,0,0,1,0,1,1
NORMAL_GROUPS,4914ae6f-ad4f-41d1-a4b5-b658d40b2b66,POINT(38.802403 9.020469),"Megenagna, Megenagna, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,4ee9cfef-b034-43d0-885c-80d9d4547e2e,POINT(38.783382 8.947527),Bole 17/19/20,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,18b95b2f-0526-4779-b44b-f4a35683216f,POINT(38.769256 9.011102),"Enat Bank SC Head Office, Jomo Kenyatta Street, አዲስ አበባ, ኢትዮጵያ",1,2,0,0,1,0,0,1,0,2,2
NORMAL_GROUPS,e88c6441-597a-4dab-a697-cab501c71969,POINT(38.746818 8.981085),"Almazye Meda | Kera | አልማዝዬ ሜዳ | ቄራ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,fc542651-4246-4d17-9444-671852d50553,POINT(38.781916 9.015890),Yeka 11/12,1,1,0,2,0,0,0,0,0,1,1
NORMAL_GROUPS,36ec1d47-ecb9-4983-a0bc-9195b491ea2a,POINT(38.776787 8.993712),Metropolitan tower | ሜትሮፖሊታን ታወር,1,3,3,0,0,0,0,0,0,1,3
NORMAL_GROUPS,7a194a35-4a8d-4da1-ae60-5f1704914b8c,POINT(38.828792 8.902617),ያልተሰየመ መንገድ,1,1,0,0,0,0,2,0,0,1,1
NORMAL_GROUPS,9ff017e2-0970-4053-8316-ab4cb6348953,POINT(38.759887 8.975983),Quan neng electronics and technology plc,1,1,0,0,0,1,0,0,0,1,1
NORMAL_GROUPS,ca3fa8e2-a478-4da7-bb82-aa289d88db31,POINT(38.752871 8.934510),Getnet mekdes and friends building contractor p,1,1,0,0,2,0,0,0,0,1,1
NORMAL_GROUPS,bd120a3f-07f1-4c20-994e-90dc5514ac99,POINT(38.730109 8.924850),ያልተሰየመ መንገድ,1,1,0,0,0,0,2,0,0,1,1
NORMAL_GROUPS,e421fe84-0934-4ea4-81e3-bf8dcafadaf4,POINT(38.694751 8.999513),Danu Medium Clinic,1,1,0,0,0,0,0,0,2,1,1
NORMAL_GROUPS,d418604f-11b1-46dd-96e8-0e6c102b8eb8,POINT(38.733850 9.012464),"Federal High Court | Lideta | የፌደራል ከፍተኛ ፍ/ቤት | ልደታ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,bde7b001-b0cc-4749-b816-98f28871b2e0,POINT(38.744881 8.952808),"Lafto meskelegna( ላፍቶ ሚካኤል መስቀልኛ ), Addis Ababa, Ethiopia",1,2,0,0,0,2,0,0,0,1,2
NORMAL_GROUPS,57c909fd-e375-4eee-86f3-52a41f52f012,POINT(38.664200 8.980296),Kara kore gebreal church | ajamba | ካራ ቆሬ ቅዱስ ገብርኤል ቤተክርስትያን | አጃምባ,1,2,0,2,0,0,0,0,0,1,2
NORMAL_GROUPS,c7d51b69-4b51-489c-a1db-d9fa22f05aeb,POINT(38.695186 8.960703),Jomo 3 gebriel church | ጀሞ 3 ገብርኤል ቤ /ተክርስትያን,1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,fe643d6f-b4ad-4f7c-b150-a2108c71d401,POINT(38.768695 9.013938),"Nufoqya Apartments, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,09e847b3-544e-4ed7-a142-ae053f5591c6,POINT(38.869749 9.064968),"Yeka abado G7 condominum, አዲስ አበባ, ኢትዮጵያ",1,2,2,0,0,0,0,0,0,1,2
NORMAL_GROUPS,f162d17f-067e-4a53-9ee3-971c314a2137,POINT(38.808086 8.999657),"(Korean Hospital), Sub-City, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,2,0,1,1
NORMAL_GROUPS,2d54cefa-7a61-4bfc-93e9-c095c5941111,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,1,0,1,1
NORMAL_GROUPS,1a9dabfd-f8aa-4533-90d2-b9cc72d8f771,POINT(38.837336 8.890115),Home,1,1,0,0,0,0,0,3,0,1,3
NORMAL_GROUPS,95301e79-8137-408e-8184-9333fb541b74,POINT(38.705418 8.962215),"Jemo Mestawot, Mariam Church, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,2,0,0,1,2
NORMAL_GROUPS,5e160276-fc96-453f-8efc-94225656ae0b,POINT(38.802942 9.018254),"Bole Sub City Administration | Megenagna | የቦሌ ክፍለ ከተማ አስተዳደር | መገናኛ, አዲስ አበባ, ኢትዮጵያ",1,4,0,0,0,0,5,0,0,1,5
NORMAL_GROUPS,991b8c82-2c46-4114-8f4d-f503a3dd6456,POINT(38.776926 8.993496),Airport Road,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,e61e4901-716c-4500-8f5f-10deab819fc3,POINT(38.871943 9.039487),ያልተሰየመ መንገድ,1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,beac2b90-591b-4160-9316-a58ecc341628,POINT(38.892236 9.020756),"Mekedonia Charity Association-መቄዶንያ የበጎ አድራጎት ማኅበር, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,2,0,0,1,1
NORMAL_GROUPS,c64d63b8-0397-4ff4-881c-bff3c7c5490f,POINT(38.769245 9.033405),"Ginfele  Arada, Addis Ababa",1,2,0,2,0,0,0,0,0,1,2
NORMAL_GROUPS,2c067304-3b09-4bf8-abdc-ce281309c965,POINT(38.820622 8.921145),Koye block 204 p16,1,3,0,0,3,0,0,0,0,1,3
NORMAL_GROUPS,4f2bed6d-c5de-4ea0-a95d-a0e1e839e267,POINT(38.855373 8.990768),"Semit ber 2 geba belo, Addis Ababa, Ethiopia",1,1,0,0,0,0,0,2,0,1,1
NORMAL_GROUPS,513ba0dc-0125-4c0f-b6a0-a6b1f9622d8c,POINT(38.746963 8.936685),"Hana Kotari Primary School, አዲስ አበባ, ኢትዮጵያ",1,3,0,0,0,0,0,3,0,1,3
NORMAL_GROUPS,81804172-fad1-4b99-91de-8997d907b1db,POINT(39.247843 7.528207),B90,1,4,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,8c8aa453-d4e4-4e1a-9e38-c0286a3a517c,POINT(38.817032 9.019030),"Sheabebayehuh Super Market, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,1,0,1,1
NORMAL_GROUPS,38cc68f7-3954-43b8-a4eb-6553c8c1ec76,POINT(38.801745 8.904915),Misale,1,1,0,0,0,0,1,0,0,1,1
NORMAL_GROUPS,3e056b03-733b-4a8d-ace4-0368be86068f,POINT(38.751918 8.947362),"58 ወጣት ማዕከል Lafto wereda 11 youths center ላፍቶ ወረዳ 11 ወጣት ማዕከል, አዲስ አበባ, ኢትዮጵያ",1,1,0,1,1,0,0,0,0,2,2
NORMAL_GROUPS,60dae4e5-83dc-4720-a586-f745be97bc47,POINT(38.781187 8.943022),ያልተሰየመ መንገድ,1,3,0,7,0,0,0,0,0,1,4
NORMAL_GROUPS,45d695d9-85e9-415f-a51b-a2ceddc48c44,POINT(38.836052 9.011198),"Figa Mebrat - Summit Road, አዲስ አበባ, ኢትዮጵያ",1,2,0,5,0,0,0,0,0,1,2
NORMAL_GROUPS,e871b1f4-5a0c-4372-8b57-4d46ccbc799f,POINT(38.697092 9.018558),"Yeshi debele bus station, Yeshi Debele Bus Station, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,1,1,1
NORMAL_GROUPS,50aae304-9e0a-46d7-a4d3-087065d05953,POINT(38.871420 9.021480),"Ayat zone 8 road አያት ዞን 8 መንገድ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,815ff029-5550-4c85-a02c-4f1febea8fde,POINT(37.742912 6.855126),ያልተሰየመ መንገድ,1,45,0,0,13,0,0,40,0,2,51
NORMAL_GROUPS,013e8bb9-b23a-42a5-b567-a1bbbb57855f,POINT(37.533911 6.019514),Office,1,2,2,0,0,0,0,0,0,1,2
NORMAL_GROUPS,45f3d212-ed54-4f80-a7e4-1a117e3a0b19,POINT(38.752271 9.022479),Tracon tower | churchill area,1,1,0,0,0,0,1,0,0,1,1
NORMAL_GROUPS,57680424-79fa-4ff7-aef2-9af819b08fa0,POINT(38.745208 9.002575),Home,1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,7f605f08-de32-4fee-8bc0-21c2b694fb95,POINT(38.801155 9.020402),Home,1,2,2,0,0,2,0,0,0,2,4
NORMAL_GROUPS,472b9405-1a80-41e7-b643-bc524b28c89b,POINT(38.905676 9.084972),"Tafo mission 140 sefer, ኢትዮጵያ",1,3,3,0,0,0,0,0,0,1,3
NORMAL_GROUPS,77f049b5-e036-4e0a-a78d-1da28a5ba48d,POINT(38.831491 9.042993),"Kotebe St. Hana Mariam Church | ኮተቤ ቅድስት ሃና ማርያም ቤተክርስቲያን, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,2,1,2
NORMAL_GROUPS,0875e632-b0ca-470a-8298-0b87c81ccd9c,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,2,1,2
NORMAL_GROUPS,1d5412cf-87ed-44ad-aedd-70dcec86b5d8,POINT(38.718450 9.034354),"Teshome Tafese Habtewold, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,2,0,1,1
NORMAL_GROUPS,36c4e613-628d-40ea-a120-7a4a700765e0,POINT(38.759261 9.056774),Haile Melekot St,1,1,0,0,2,0,0,0,0,1,2
NORMAL_GROUPS,9bfa5cc9-e524-4bc5-a85a-331a5aec02c1,POINT(38.783241 9.032899),"Embassy of Kenya, አዲስ አበባ, ኢትዮጵያ",1,2,0,0,0,0,0,1,1,2,2
NORMAL_GROUPS,bde7d603-da37-43e1-927c-880aa43894ab,POINT(38.751781 8.994987),"ኢንተርናሽናል ክሊኒካል ላቦራቶሪስ ዋና መሥሪያ ቤት | ቄራ ቡልጋሪያ, Bulgaria Mazoria, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,1,1,1
NORMAL_GROUPS,429f8c36-35ff-4456-856f-ea583f3bca32,POINT(38.794969 9.026619),"Yeka Mikael Condominium 1&2 (የካ ሚካኤል 1እና 2 ኮንደሚኒየም ቤቶች), አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,1,1,1
NORMAL_GROUPS,7b439e15-1673-4129-86f1-f643162cdaf7,POINT(38.808089 8.999973),ያልተሰየመ መንገድ,1,2,0,0,2,0,0,0,0,1,2
NORMAL_GROUPS,f2e35dc1-1195-411f-97da-9e6d019c1511,POINT(38.798285 9.003831),"Haya arat akebabi, አዲስ አበባ, ኢትዮጵያ",1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,77e18d0f-6447-4dbf-a981-e7d5c9ce0ece,POINT(38.766696 9.041510),Russia St,1,1,0,0,0,1,0,0,0,1,1
NORMAL_GROUPS,c24c965a-00d3-4fcf-af39-49d11c977761,POINT(38.772401 8.939322),"Saris Abo Condominium | ሳሪስ አቦ ኮንዶሚንየም, 12, 13, አዲስ አበባ, ኢትዮጵያ",1,3,3,0,0,0,0,0,0,1,3
NORMAL_GROUPS,03558ea2-c39a-4811-ada1-8a39f6df3591,POINT(38.708535 8.959134),"Jemo 1, አዲስ አበባ, ኢትዮጵያ",1,3,0,0,0,0,2,0,4,2,3
NORMAL_GROUPS,8012ac26-e6b1-45b1-b231-f87152c4b068,POINT(38.714507 8.968494),ያልተሰየመ መንገድ,1,1,0,0,0,0,0,1,0,1,1
NORMAL_GROUPS,e8a5f9eb-8a51-493c-aa9d-c410c53b21ac,POINT(38.823646 8.999904),"Alemayehu ketema (Yerer), አዲስ አበባ, ኢትዮጵያ",1,2,0,2,0,0,0,0,2,2,4
NORMAL_GROUPS,5c08d7eb-0643-4680-8c17-db402f1dc1b2,POINT(38.860216 9.006424),Home,1,3,0,0,4,0,3,0,0,2,4
NORMAL_GROUPS,eb65f6d9-59dc-4973-8813-2e3e84e7dd55,POINT(38.733188 9.021567),"Gibe Building | Abinet | ግቤ ህንጻ | አብነት, 6, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,2,0,0,1,2
NORMAL_GROUPS,bdd50771-41a2-4633-89eb-26926a06ff8f,POINT(38.696496 8.979049),ያልተሰየመ መንገድ,1,3,3,0,0,0,0,0,0,1,3
NORMAL_GROUPS,cce21012-4a90-4270-87c4-73b5a79649e4,POINT(38.759371 9.004093),A1,1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,aa2b8214-81d4-45b7-9792-7f5912a710a3,POINT(38.783117 8.953677),"Bole Bulbula Police Station, አዲስ አበባ, ኢትዮጵያ",1,1,4,0,0,0,0,0,0,1,2
NORMAL_GROUPS,58fefaa5-a090-4b37-89ef-b46914dffb02,POINT(38.813536 9.004478),ያልተሰየመ መንገድ,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,9a0e06d5-6166-49bf-819f-3004f65fbe4b,POINT(38.757758 8.928020),ያልተሰየመ መንገድ,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,2e1d7a50-5fc1-40b6-9997-27d5b38e4abc,POINT(38.750605 8.950503),ያልተሰየመ መንገድ,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,e3a1cab8-b4c1-4a8a-a306-a5581b01d42d,POINT(38.810781 9.008712),Altad Michael Bole Sub City,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,5e3212a0-6413-4922-a7bf-c969957afbe8,POINT(38.808497 9.013802),Bole 12/13,1,5,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,bde9a8ce-3442-4a91-a35f-e6941d4a32dc,POINT(38.840930 9.034864),ያልተሰየመ መንገድ,1,1,0,0,0,0,1,0,0,1,1
NORMAL_GROUPS,3a1f51fa-7f7f-4ccf-9d6d-d7a8235f53d8,POINT(38.833758 9.022200),"Civil Cervice University | Cmc | ሲቪል ሰርቪስ ዩኒቨርስቲ | ሲኤምሲ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,4,1,2
NORMAL_GROUPS,f3d2decd-a1ac-4011-b2d3-eec133edaa90,POINT(38.683408 9.021970),"Dembel Real Estate, ኢትዮጵያ",1,4,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,2c681187-63d5-48a8-8610-bf996a69a6d4,POINT(38.808941 8.875587),ያልተሰየመ መንገድ,1,3,0,0,0,0,3,0,0,1,3
NORMAL_GROUPS,ab4b0c4d-100b-4eba-a53c-77a758bff1a9,POINT(38.725870 8.987877),Home,1,1,0,0,0,1,0,0,0,1,1
NORMAL_GROUPS,f7696928-bd9e-4aa3-91d9-ca385a337135,POINT(38.751303 9.014840),"Awash bank Head Quarter, አዲስ አበባ, ኢትዮጵያ",1,3,0,0,9,0,0,0,0,1,9
NORMAL_GROUPS,42cc089f-4630-42bf-89d6-a748cb455181,POINT(38.780957 8.901793),"Kality chefe Condominiums, አዲስ አበባ, ኢትዮጵያ",1,3,0,0,0,0,0,3,0,1,3
NORMAL_GROUPS,a072c1bc-7346-486b-be6f-17350ae0bb46,POINT(38.873260 9.056921),"Gedera Hidasse Health Center | ገደራ ህዳሴ ጤና ጣቢያ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,5d7f9eaf-7e61-41d8-8d3e-22ad2f2c6f65,POINT(38.688150 8.960422),ያልተሰየመ መንገድ,1,80,39,0,38,26,0,0,0,3,82
NORMAL_GROUPS,03a17d66-b52d-445b-a72d-7ad17b0eb21a,POINT(38.783117 8.953677),"Bole Bulbula Police Station, አዲስ አበባ, ኢትዮጵያ",1,2,2,0,0,0,0,0,0,1,2
NORMAL_GROUPS,ad0185ac-5c80-46fe-b2c2-593d9486d05f,POINT(38.814132 9.019328),"Century Mall Gurd Shola, Addis Ababa, Ethiopia",1,4,4,0,0,0,0,0,0,1,4
NORMAL_GROUPS,3a7bdb07-2fe4-4b3c-894b-70ca43b05b09,POINT(39.602605 11.803275),ያልተሰየመ መንገድ,1,1,0,0,0,0,0,1,0,1,1
NORMAL_GROUPS,7faf1c8e-fe27-49af-8191-9e31fddb2c4f,POINT(38.707380 8.998848),ያልተሰየመ መንገድ,1,1,0,0,0,0,0,1,0,1,1
NORMAL_GROUPS,f4be49af-875d-49ff-94d7-a6f32e5f9298,POINT(38.787117 9.015553),"አያት ሪል እስቴት, አዲስ አበባ, ኢትዮጵያ",1,2,0,2,0,0,0,0,0,1,2
NORMAL_GROUPS,a07d9c61-6e54-498b-86ac-d4a88ed87b89,POINT(38.784704 8.955960),ያልተሰየመ መንገድ,1,2,1,0,0,0,4,0,0,2,2
NORMAL_GROUPS,c89c0564-2869-4d83-9bb2-28bdcbf4d5eb,POINT(38.721912 8.963441),Yaliteseyeme Menigedi,1,2,0,2,0,0,0,0,0,1,2
NORMAL_GROUPS,cc08e559-19ee-49ca-9e8c-897d4eeccd6e,POINT(38.696845 8.983714),"Ayertena Taxi Station, አዲስ አበባ, ኢትዮጵያ",1,3,0,0,0,0,0,6,0,1,3
NORMAL_GROUPS,82de984a-3f1c-4290-a89c-b05abc7d9242,POINT(38.869930 9.056975),ያልተሰየመ መንገድ,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,fca08dcb-3c55-4260-bc6f-80f1db611c15,POINT(38.751303 9.014840),"Awash bank Head Quarter, አዲስ አበባ, ኢትዮጵያ",1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,67d19675-f507-46e9-b8ac-3dadffd4980d,POINT(38.748352 9.002758),"Kirkos Health Center, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,c9ab51bc-f545-4b15-8265-c5c04d642356,POINT(38.734390 9.066367),A3,1,2,0,0,0,0,0,0,4,1,2
NORMAL_GROUPS,1c320f8e-bddb-4068-96d7-fef825a35645,POINT(38.834078 9.005647),Noah real estate figa main gate,1,2,1,0,0,0,0,0,2,2,2
NORMAL_GROUPS,2874b0db-5f81-4699-b5c5-da3ffbf09b59,POINT(38.755686 8.957779),Addis Ababa,1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,1f060bff-be33-4958-a4b1-3d519633b557,POINT(38.835166 8.887714),Yaliteseyeme Menigedi,1,4,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,272f1b88-32ec-47d5-9e33-bbc2129a28ab,POINT(38.829882 9.002168),"Goro St. Gebriel Church, አዲስ አበባ, ኢትዮጵያ",1,1,2,0,0,0,0,0,0,1,2
NORMAL_GROUPS,e0909343-b4e8-44e0-8323-18aee1326370,POINT(38.776604 8.949162),Ring Road,1,3,0,0,0,3,0,0,0,1,3
NORMAL_GROUPS,7217fee6-52b4-45aa-8b3d-1a38824619af,POINT(38.684598 9.059624),Nurel islam medresa ኑረል ኢስላም መድረሳ,1,3,0,0,0,0,3,0,0,1,3
NORMAL_GROUPS,272792fd-5163-40f2-94a9-eb578325ad67,POINT(38.826389 8.910990),Koye,1,3,0,0,3,0,0,0,0,1,3
NORMAL_GROUPS,6469c160-072f-4241-b53c-ee0e92e19835,POINT(38.797676 9.003199),ያልተሰየመ መንገድ,1,1,0,0,0,1,0,0,0,1,1
NORMAL_GROUPS,bbb23a67-df6a-41d1-ac19-3a23e49bf087,POINT(38.753094 9.013004),Gambia St,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,294ed7ad-1f57-447a-a9a5-028d76661343,POINT(38.720629 8.980306),Mekanisa kore,1,2,0,6,0,0,0,0,0,1,2
NORMAL_GROUPS,db2fae5b-d7b5-4fc2-b3c0-46b28988091a,POINT(38.829951 9.001977),ያልተሰየመ መንገድ,1,1,0,0,0,0,0,2,0,1,2
NORMAL_GROUPS,2b51037d-727f-4330-9259-09e53a1de1cc,POINT(38.823377 8.993412),Jacros - Salite Mehret Rd,1,7,0,8,0,0,0,0,0,1,7
NORMAL_GROUPS,d77e2828-c92a-4569-88b3-df5accc1ea64,POINT(38.788399 8.954425),ያልተሰየመ መንገድ,1,1,0,0,0,0,0,2,0,1,2
NORMAL_GROUPS,2a8f297d-ccb7-4c05-963a-4da306ec28c9,POINT(34.565390 10.083870),ያልተሰየመ መንገድ,1,3,0,2,0,0,1,0,0,2,3
NORMAL_GROUPS,c0160cb6-8a10-4e77-9d87-98ff84f07601,POINT(38.825070 8.990174),Moga Tattoo,1,2,0,0,2,0,0,0,0,1,2
NORMAL_GROUPS,ac0d4348-2b80-45fc-851b-cd82dd2a51f8,POINT(38.780983 8.900494),ያልተሰየመ መንገድ,1,1,0,0,0,2,0,0,0,1,2
NORMAL_GROUPS,5c15efff-79a3-47e6-a8da-c28ae31e6f9b,POINT(38.697737 9.018690),"Yeshi debele, Addis Ababa, Ethiopia",1,1,0,0,0,1,0,0,0,1,1
NORMAL_GROUPS,1913b1b5-9abe-4da2-98ac-20be645d8d79,POINT(38.771432 9.046979),Asphalted Rd,1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,9cb0b2e3-c13f-4954-a26b-740e7491959a,POINT(38.844313 9.033124),Home,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,b7202c3c-d033-4c7d-a79c-9cfec89ade83,POINT(38.686852 8.950711),Yaliteseyeme Menigedi,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,5aaec0a2-66f3-46e0-a9c6-0a100a0bfc84,POINT(38.885706 8.996889),"Arabsa Water Tanker, አዲስ አበባ, ኢትዮጵያ",1,9,0,0,0,0,9,0,0,1,9
NORMAL_GROUPS,0f09d9f5-5aa8-44f3-8100-a21643fd9a48,POINT(38.766103 9.013735),አረንጓዴ ዞን,1,7,1,6,0,0,0,0,0,3,7
NORMAL_GROUPS,c8906c65-6e9f-49e4-a48f-1605b6c6ac84,POINT(38.842646 9.032445),"Wesen grocery ወሰን ግሮሰሪ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,0,0,0,1,1,1
NORMAL_GROUPS,4bde40ba-2a63-4c88-b137-2a96bbf2b131,POINT(38.813523 9.004469),ያልተሰየመ መንገድ,1,3,0,0,3,0,0,0,0,1,3
NORMAL_GROUPS,bbb23a67-df6a-41d1-ac19-3a23e49bf087,POINT(38.724526 9.029432),Addis Ketema 10/11/12,1,1,0,0,0,0,1,0,0,1,1
NORMAL_GROUPS,d352b492-8918-433e-a8ef-a43e5c1595ab,POINT(38.704581 8.960111),Home,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,87cd806b-803e-49a5-b2be-6718109637f4,POINT(38.724045 8.940337),"Haile Garment, gara bajaj tera, አዲስ አበባ, ኢትዮጵያ",1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,8b31d4a7-a940-4d74-8c02-1a4e61fcf069,POINT(38.851662 8.990165),Foundation defence apartments,1,4,0,0,5,0,0,0,0,1,5
NORMAL_GROUPS,59510788-6c20-4c32-aa0e-fa8edf1f878a,POINT(38.766735 8.963805),Kadisco Square,1,6,0,0,0,0,0,0,20,1,9
NORMAL_GROUPS,df58b4fb-276a-47c4-b89e-435a951a3d2e,POINT(38.788054 8.958073),"Bole Bulbula, Woreda 12, አዲስ አበባ, ኢትዮጵያ",1,1,2,0,0,0,0,0,0,1,1
NORMAL_GROUPS,1c6ce523-9b12-4fc9-91c2-d2825f2ef0fd,POINT(38.794151 9.006310),"JIGRA GROUP - House of Chemicals, Addis Ababa, Ethiopia",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,91e79948-4b4d-4d79-b844-406d33facd02,POINT(38.829882 9.002168),"Goro St. Gebriel Church, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,971d9d81-35b0-4376-ada3-1db5c63a82b9,POINT(38.817606 9.008500),ያልተሰየመ መንገድ,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,9104fd59-8076-425d-8fac-1dc2b2e248db,POINT(38.748904 9.015232),ያልተሰየመ መንገድ,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,d63e2432-9347-4ac2-b9e0-1b62245321d0,POINT(38.786309 9.014814),ያልተሰየመ መንገድ,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,8f60721a-53d8-41bb-9f2a-cfb98f5e579d,POINT(38.847831 8.902225),ያልተሰየመ መንገድ,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,bfa01507-412b-49f4-a9b2-ccb0cb92a527,POINT(38.739113 8.921469),ያልተሰየመ መንገድ,1,2,0,0,0,2,0,0,0,1,2
NORMAL_GROUPS,0bd232b0-ac8e-497f-af31-c1ed48bdeca8,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",1,2,0,0,0,0,4,0,0,1,2
NORMAL_GROUPS,b81a18ad-5ef3-40eb-bb5a-66ec25f73d99,POINT(38.834860 8.985641),"Goro sefera, አዲስ አበባ, ኢትዮጵያ",1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,7dcd3b33-0121-4859-8eb5-f10953f040a1,POINT(38.787380 9.015380),Golagol,1,1,0,1,0,0,0,0,0,1,1
NORMAL_GROUPS,f26c44bb-7846-4dc2-9b0f-16ba9b6eebea,POINT(38.832307 9.023149),"Ethiopian Civil Service University, Addis Ababa, Ethiopia",1,1,1,0,0,0,0,0,0,1,1
NORMAL_GROUPS,ca93c110-e885-40df-9cb0-9f8c6fdd2c47,POINT(38.719528 8.989593),Libya St,1,1,0,0,0,0,2,0,0,1,1
NORMAL_GROUPS,590bf520-dcb1-4293-9b8f-2770b7376793,POINT(38.716656 9.026050),"Lideta Woreda 2 Health Station, Addis Ababa, Ethiopia",1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,e808dfef-a3b6-4892-8c29-55bafe03823a,POINT(38.806200 9.007127),"Totot Traditional Food Hall | Gerji | ቶቶት | ገርጂ, አዲስ አበባ, ኢትዮጵያ",1,1,0,0,0,1,0,0,0,1,1
NORMAL_GROUPS,6974fbe7-a8bc-434f-b5e6-68e3b0435f3f,POINT(38.746963 8.936685),"Hana Kotari Primary School, አዲስ አበባ, ኢትዮጵያ",1,2,0,0,0,0,0,0,2,1,2
NORMAL_GROUPS,ca7fab04-a72e-44d9-899f-d982e0fc4140,POINT(38.824382 8.904326),Koye feche Woreda | ኮዬ ፈጬ ወረዳ,1,2,0,0,1,0,1,0,0,2,2
NORMAL_GROUPS,2136ca07-4cc7-4c43-90fd-d9a366b468ef,POINT(38.740347 9.055156),ያልተሰየመ መንገድ,1,2,0,0,0,0,2,0,0,1,2
NORMAL_GROUPS,19d581b4-91a2-41d9-9bca-669dde804548,POINT(38.785073 8.965559),ያልተሰየመ መንገድ,1,1,0,0,1,0,0,0,0,1,1
NORMAL_GROUPS,216be1e5-e122-4230-ad23-ea101536bb0c,POINT(38.697240 9.025925),"Keraniyo Health Center | ቀራንዮ ጤና ጣቢያ, አዲስ አበባ, ኢትዮጵያ",1,2,0,0,3,0,0,0,0,1,3
