date,product_name,Local shop price
2025-05-18,Tomatoes Grade B,35
2025-06-13,Tomatoes Grade A,35
2025-10-23,Ginger,200
2025-08-23,Red Onion A,120
2025-04-23,Strawberry,200
2025-06-29,Garlic,400
2025-08-30,Mango,160
2025-10-01,Zucchini,180
2025-09-03,Mango Apple,180
2025-06-01,Red Onion Elfora,80
2025-10-12,Potato for chips,40
2025-04-06,Courgette,100
2025-05-15,Broccoli,220
2025-10-10,Red Onion B,90
2025-07-10,Corn,40
2025-10-08,Salad,170
2025-10-21,Broccoli,200
2025-07-13,Red Onion B,75
2025-04-15,Avocado,100
2025-05-26,Chilly Green,110
2025-06-12,Apple Mango,125
2025-05-25,Lemon,270
2025-10-02,Potato,35
2025-05-14,Salad,120
2025-06-14,Ye Habesha Mango,60
2025-07-25,Broccoli,180
2025-08-14,Potato,50
2025-06-08,Apple Mango,200
2025-07-02,Grean Beans,150
2025-07-04,Ginger,200
2025-06-01,Potatoes,50
2025-06-09,Salad,140
2025-07-20,Tomato B,60
2025-08-10,Apple,400
2025-07-29,Banana,70
2025-09-07,Chili Green,140
2025-09-15,Red Onion B,130
2025-05-10,Orange,200
2025-06-30,Broccoli,120
2025-10-15,Broccoli,120
2025-09-16,Tomato B,55
2025-07-06,Cucumber,215
2025-09-22,Strawberry,200
2025-10-11,Carrot,100
2025-10-02,Eggplant,150
2025-09-15,Ginger,250
2025-08-28,Beetroot,50
2025-07-12,Avocado,120
2025-04-29,Chilly Green (Elfora),180
2025-08-24,Green Beans,125
2025-05-29,Salad,120
2025-07-05,Sweet Potato,90
2025-07-31,Ginger,230
2025-06-05,Tomatoes Grade B,30
2025-05-28,Strawberry,200
2025-07-06,Lemon,180
2025-07-09,Corn,35
2025-09-18,Sweet Potato,80
2025-05-23,Avocado,80
2025-10-06,Orange,120
2025-08-13,White Cabbage,40
2025-10-24,Sweet Potato,85
2025-07-20,Corn,35
2025-04-16,Red Onion Grade B,55
2025-09-05,Papaya,120
2025-08-30,Papaya,120
2025-08-29,Potato for chips,45
2025-04-22,Pineapple,120
2025-08-20,Sweet Potato,90
2025-05-07,Apple,400
2025-08-13,Salad,160
2025-04-23,Yerer Orange,300
2025-06-02,Broccoli,220
2025-09-25,Carrot,60
2025-10-07,Banana,80
2025-08-09,Corn,35
2025-10-13,Cucumber,200
2025-08-05,Cucumber,110
2025-08-15,Potato,40
2025-07-26,Garlic,350
2025-09-08,Strawberry,250
2025-07-31,Mango,150
2025-09-22,Salad,180
2025-08-10,Papaya,95
2025-08-13,Red Onion B,100
2025-10-12,Apple,400
2025-09-26,Red Onion Elfora,130
2025-06-14,Apple,500
2025-04-16,Beet root,60
2025-06-18,Pineapple,120
2025-05-22,Carrot,65
2025-09-12,Mango Apple,160
2025-06-01,Cucumber,230
2025-04-23,Ginger,170
2025-09-13,Orange,180
2025-06-17,Apple Mango,250
2025-07-30,Sweet Potato,100
2025-09-16,White Cabbage,40
2025-09-21,Orange,120
2025-04-24,Tomatoes Grade A,60
2025-09-28,Ginger,180
2025-07-18,Avocado,100
2025-10-06,Papaya,80
2025-07-15,Lemon,180
2025-06-11,Ginger,200
2025-08-22,Potato,45
2025-09-17,Beetroot,60
2025-10-02,Carrot,70
2025-05-31,Strawberry,200
2025-08-13,Lemon,180
2025-07-24,Ginger,220
2025-05-18,Apple Mango,280
2025-09-22,Chili Green,180
2025-09-03,Tomato B,60
2025-09-26,Garlic,300
2025-06-08,Apple Mango,115
2025-05-29,Courgette,100
2025-09-14,Chili Green,150
2025-10-13,Mango Apple,250
2025-05-07,Tomatoes Grade A,40
2025-05-26,Papaya,115
2025-09-22,White Cabbage,30
2025-05-24,White Cabbage,40
2025-09-18,Strawberry,230
2025-06-07,Tomatoes Grade A,25
2025-09-17,Corn,35
2025-07-22,Potato,40
2025-10-06,Carrot,90
2025-09-04,Beetroot,50
2025-07-08,Corn,35
2025-05-20,Red Onion Grade C,65
2025-08-30,Green chili starta,180
2025-06-12,Apple Mango,120
2025-06-19,Apple,380
2025-05-01,Tomatoes Grade B,40
2025-07-17,Orange,220
2025-05-27,Cucumber,240
2025-08-31,Papaya,120
2025-08-19,Red Onion A,110
2025-04-12,Beet root,50
2025-08-23,Orange,220
2025-10-18,Ginger,250
2025-08-14,Strawberry,230
2025-09-16,Tomato B,70
2025-10-07,Broccoli,240
2025-05-24,White Cabbage,45
2025-06-05,Apple,380
2025-06-05,Apple Mango,250
2025-07-29,Carrot,80
2025-09-18,Chili Green,100
2025-09-16,Garlic,380
2025-07-28,Red Onion A,90
2025-07-19,Red Onion B,90
2025-05-19,Courgette,80
2025-04-07,Garlic,300
2025-08-13,Eggplant,130
2025-06-12,Green Beans,90
2025-06-09,Red Onion Grade B,90
2025-04-01,Salad,150
2025-05-19,Lemon,200
2025-09-21,Green chili starta,185
2025-10-06,Orange,250
2025-09-03,Mango Apple,160
2025-04-28,Papaya,85
2025-06-18,Papaya,75
2025-07-20,Chili Green,150
2025-09-02,Beetroot,60
2025-06-18,White Cabbage,50
2025-08-18,Sweet Potato,90
2025-04-28,Ye Habesha Mango,90
2025-08-03,Ginger,250
2025-07-10,Red Onion A,90
2025-09-30,Red Onion A,135
2025-06-12,Valencia Orange,250
2025-10-01,Strawberry,200
2025-10-25,Pineapple,130
2025-09-30,Tomato A,90
2025-07-08,Red Onion B,80
2025-04-13,Valencia Orange,220
2025-05-17,Pineapple,120
2025-06-13,Corn,35
2025-10-16,Eggplant,150
2025-07-02,Sweet Potatoes,70
2025-10-02,Papaya,120
2025-06-30,Chilly Green,120
2025-07-01,Mango Apple,120
2025-05-19,Lemon,250
2025-09-04,Potato,35
2025-08-10,Mango,100
2025-06-02,Garlic,400
2025-09-09,Mango,120
2025-05-02,Yerer Orange,230
2025-04-14,Strawberry,180
2025-10-15,Potato for chips,45
2025-04-22,Apple,450
2025-04-25,White Cabbage,50
2025-07-05,Sweet Potato,65
2025-09-29,Lemon,160
2025-04-23,Beet root,55
2025-07-22,Beetroot,55
2025-08-11,Pineapple,100
2025-04-26,Strawberry,180
2025-04-01,Ginger,180
2025-09-23,Papaya,65
2025-06-06,Tomatoes Grade A,35
2025-07-06,Red Onion B,75
2025-08-13,Potato,40
2025-04-26,Potatoes,50
2025-10-20,Banana,85
2025-07-16,Red Onion B,85
2025-08-31,Zucchini,200
2025-07-17,Salad,180
2025-05-13,Tomatoes Grade A,35
2025-06-09,Green Beans,90
2025-09-23,Eggplant,130
2025-10-10,Papaya,80
2025-04-15,Apple,400
2025-04-09,Avocado,90
2025-04-16,Red Onion A,70
2025-06-30,Broccoli,230
2025-06-15,Tomatoes Grade B,35
2025-04-12,Avocado Shekaraw,120
2025-07-10,Tomato B,55
2025-07-15,Orange,250
2025-04-15,Pineapple,120
2025-06-02,Pineapple,100
2025-09-20,Banana,80
2025-06-06,White Cabbage,35
2025-04-05,Yerer Orange,280
2025-08-29,Mango,75
2025-08-27,Eggplant,150
2025-04-10,Garlic,350
2025-05-30,Red Onion Grade B,90
2025-04-24,Garlic,400
2025-10-22,Garlic,310
2025-07-04,Broccoli,220
2025-05-31,Cucumber,230
2025-04-03,Chilly Green,140
2025-08-30,Red Onion B,100
2025-08-22,Cucumber,215
2025-10-05,Cucumber,140
2025-09-17,Avocado,90
2025-07-08,Potato,50
2025-09-22,Carrot,65
2025-08-13,Eggplant,135
2025-09-23,Tomato B,70
2025-05-19,Chilly Green,120
2025-09-09,Eggplant,100
2025-08-27,Zucchini,80
2025-05-11,Red Onion Grade B,70
2025-06-14,Beet root,60
2025-04-30,Ginger,160
2025-07-06,Red Onion A,85
2025-09-10,Sweet Potato,90
2025-05-26,Chilly Green,150
2025-08-13,Mango,100
2025-07-07,Green Beans,160
2025-07-26,Red Onion B,90
2025-06-29,Pineapple,90
2025-04-30,Lemon,300
2025-10-21,Red Onion B,60
2025-08-23,Papaya,150
2025-10-15,Strawberry,220
2025-04-29,White Cabbage,40
2025-04-12,Yerer Orange,270
2025-08-17,Orange,200
2025-07-11,White Cabbage,45
2025-06-09,Broccoli,140
2025-07-23,Tomato B,55
2025-10-13,Ginger,250
2025-04-27,Ginger,160
2025-08-31,Banana,60
2025-09-25,Beetroot,55
2025-10-09,Sweet Potato,78
2025-10-14,Green chili starta,240
2025-09-22,Tomato B,80
2025-08-29,Potato for chips,50
2025-08-17,Mango,80
2025-09-25,Ginger,250
2025-05-17,Garlic,420
2025-08-09,Red Onion Elfora,100
2025-05-26,Lemon,230
2025-09-20,Salad,200
2025-10-13,Chili Green,130
2025-06-30,Ginger,200
2025-07-13,Green Beans,120
2025-04-06,Ginger,170
2025-08-29,Sweet Potato,90
2025-04-26,Beet root,45
2025-06-09,Broccoli,210
2025-06-08,Green Beans,120
2025-08-31,Beetroot,60
2025-07-12,Tomato A,60
2025-08-12,Tomato A,55
2025-07-19,Tomato A,55
2025-06-16,Strawberry,220
2025-07-10,Red Onion B,90
2025-07-28,Broccoli,140
2025-04-01,Avocado,90
2025-10-24,Beetroot,55
2025-09-04,Tomato B,55
2025-05-06,Papaya,60
2025-06-08,Avocado,100
2025-05-22,Apple Mango,280
2025-08-05,Banana,70
2025-09-29,Corn,35
2025-08-26,Zucchini,200
2025-05-06,Cucumber,150
2025-09-29,Red Onion A,140
2025-04-05,Chilly Green,140
2025-04-05,Red Onion Grade B,55
2025-09-13,Papaya,100
2025-09-06,Papaya,140
2025-04-15,Salad,170
2025-07-04,White Cabbage,45
2025-08-20,Eggplant,150
2025-10-05,Green chili starta,230
2025-05-14,Papaya,80
2025-08-17,Garlic,300
2025-09-06,Carrot,80
2025-04-15,Chilly Green (Elfora),220
2025-08-25,Potato,40
2025-06-06,Red Onion Grade C,90
2025-08-06,White Cabbage,40
2025-04-06,Tomatoes Grade A,65
2025-08-28,Broccoli,170
2025-09-22,Salad,130
2025-05-22,Carrot,75
2025-08-07,Sweet Potato,90
2025-08-15,Potato,40
2025-10-12,Salad,150
2025-07-04,Mango,100
2025-08-24,Chili Green,150
2025-05-08,Red Onion Grade B,60
2025-10-20,Potato,30
2025-09-13,Salad,120
2025-08-17,Sweet Potato,95
2025-08-04,Chili Green,140
2025-06-15,Courgette,140
2025-08-28,Avocado,100
2025-05-27,Red Onion Grade C,85
2025-04-25,Carrot,70
2025-10-19,Corn,40
2025-10-16,Red Onion B,80
2025-08-01,Red Onion B,90
2025-10-07,Tomato A,95
2025-07-31,Orange,220
2025-07-29,Potato,35
2025-07-09,Tomato B,40
2025-04-28,Tomatoes Grade B,50
2025-08-02,Red Onion B,95
2025-08-06,Corn,35
2025-05-18,Pineapple,120
2025-06-02,White Cabbage,45
2025-07-19,Garlic,380
2025-10-12,Lemon,130
2025-08-16,Beetroot,60
2025-08-25,Mango,140
2025-09-17,Banana,80
2025-05-23,Broccoli,220
2025-10-18,Red Onion B,80
2025-08-24,Garlic,350
2025-09-05,Pineapple,120
2025-08-29,Mango Apple,245
2025-05-10,Valencia Orange,220
2025-08-20,Tomato A,60
2025-06-09,Strawberry,220
2025-09-29,Green chili starta,160
2025-10-08,Red Onion B,100
2025-05-02,Potatoes,50
2025-07-12,Green Beans,150
2025-09-01,Chili Green,180
2025-09-29,Zucchini,170
2025-04-17,Green Beans,160
2025-10-23,Red Onion B,55
2025-08-18,Red Onion B,110
2025-09-18,Cucumber,180
2025-09-24,Mango Apple,180
2025-09-05,Corn,35
2025-09-24,Red Onion B,145
2025-06-07,Red Onion Grade B,100
2025-08-12,Papaya,100
2025-08-04,Eggplant,130
2025-08-08,Apple,500
2025-08-13,Corn,35
2025-09-14,Red Onion B,110
2025-06-11,Potatoes,50
2025-06-01,Tomatoes Grade A,25
2025-06-18,Valencia Orange,230
2025-05-16,Valencia Orange,260
2025-08-27,Papaya,150
2025-08-04,Orange,230
2025-10-23,Red Onion A,60
2025-05-04,Courgette,100
2025-06-06,Pineapple,100
2025-06-05,Green Beans,120
2025-09-22,Green chili starta,100
2025-06-11,White Cabbage,35
2025-10-18,Red Onion Elfora,60
2025-05-02,Lemon,275
2025-09-03,Red Onion B,90
2025-09-15,Cucumber,200
2025-09-02,Broccoli,170
2025-09-01,Mango Apple,150
2025-04-03,Avocado Shekaraw,130
2025-04-06,Lemon,240
2025-04-02,Beet root,55
2025-09-09,Chili Green,180
2025-07-13,Orange,200
2025-05-16,Papaya,85
2025-10-11,Lemon,200
2025-04-13,Chilly Green (Elfora),180
2025-08-30,Strawberry,250
2025-04-26,Tomatoes Grade A,55
2025-06-10,Ye Habesha Mango,70
2025-06-17,Ye Habesha Mango,70
2025-10-05,Chili Green,150
2025-05-22,Green Beans,160
2025-08-26,Carrot,120
2025-10-19,Green chili starta,220
2025-07-03,Mango,75
2025-04-09,Salad,150
2025-09-06,Tomato A,70
2025-07-21,Tomato A,55
2025-09-21,Green chili starta,230
2025-09-03,Garlic,380
2025-05-30,Chilly Green,150
2025-06-04,Tomatoes Grade A,30
2025-10-21,Garlic,310
2025-10-20,Ginger,200
2025-10-24,Lemon,130
2025-10-07,Red Onion Elfora,115
2025-09-17,Ginger,250
2025-09-29,Red Onion A,140
2025-07-03,Garlic,380
2025-07-25,Beetroot,65
2025-09-18,Zucchini,150
2025-04-08,White Cabbage,50
2025-09-30,Green Beans,90
2025-09-25,Garlic,250
2025-07-29,Potato,40
2025-04-22,Green Beans,160
2025-08-06,Ginger,250
2025-05-21,Beet root,50
2025-05-03,Ye Habesha Mango,80
2025-10-09,Ginger,200
2025-04-05,Strawberry,195
2025-10-22,Strawberry,220
2025-04-07,Courgette,120
2025-06-30,Tomatoes Grade B,45
2025-10-07,Tomato A,100
2025-09-21,Sweet Potato,75
2025-07-08,Salad,100
2025-07-25,Lemon,190
2025-05-17,Garlic,400
2025-09-14,Orange,160
2025-07-31,Ginger,200
2025-08-30,Garlic,400
2025-04-23,Strawberry,200
2025-05-31,Salad,120
2025-04-19,Papaya,80
2025-08-06,Mango,150
2025-08-06,Orange,200
2025-10-23,Ginger,220
2025-07-24,Salad,150
2025-06-20,Broccoli,150
2025-08-05,White Cabbage,40
2025-09-15,White Cabbage,35
2025-07-17,Eggplant,120
2025-07-26,Mango Apple,220
2025-04-25,Tomatoes Grade A,60
2025-08-26,Ginger,230
2025-06-08,Pineapple,120
2025-08-01,Garlic,350
2025-06-08,Green Beans,120
2025-04-10,Ye Habesha Mango,95
2025-09-18,Broccoli,230
2025-04-03,Broccoli,230
2025-07-25,Broccoli,180
2025-08-18,Corn,35
2025-10-13,Avocado,120
2025-07-20,White Cabbage,45
2025-06-04,Garlic,400
2025-09-15,Red Onion B,110
2025-05-14,Beet root,60
2025-09-30,Avocado,80
2025-06-17,Salad,130
2025-08-17,Banana,90
2025-05-21,Pineapple,100
2025-07-28,Salad,150
2025-04-15,Beet root,60
2025-06-17,Chilly Green (Elfora),190
2025-07-05,Chili Green,150
2025-10-06,Potato,35
2025-10-11,Lemon,200
2025-04-28,Tomatoes Grade A,55
2025-04-21,Tomatoes Grade A,60
2025-07-12,Cucumber,120
2025-08-23,Red Onion B,110
2025-06-06,Salad,120
2025-07-02,Apple,500
2025-09-09,Carrot,80
2025-09-04,White Cabbage,35
2025-04-19,Salad,150
2025-10-07,Broccoli,200
2025-07-01,Chilly Green,165
2025-09-25,Strawberry,270
2025-07-13,Garlic,400
2025-07-11,Pineapple,110
2025-05-30,Chilly Green (Elfora),190
2025-06-14,Broccoli,180
2025-09-16,Red Onion Elfora,110
2025-05-21,Chilly Green (Elfora),200
2025-05-04,Green Beans,180
2025-07-19,Apple,400
2025-08-30,Salad,120
2025-10-22,Red Onion Elfora,50
2025-10-16,Potato,35
2025-04-13,Salad,130
2025-10-21,Potato,30
2025-07-05,White Cabbage,40
2025-09-28,Banana,80
2025-07-20,Salad,150
2025-10-12,Ginger,190
2025-09-04,Tomato A,60
2025-07-14,Tomato B,45
2025-09-01,Tomato B,50
2025-04-26,Chilly Green,140
2025-08-31,Apple,450
2025-09-17,Red Onion B,135
2025-09-29,Sweet Potato,80
2025-05-17,Potatoes,50
2025-10-01,Red Onion B,130
2025-10-18,Banana,85
2025-06-07,Garlic,400
2025-07-01,Carrot,80
2025-06-01,Papaya,80
2025-05-08,Cucumber,160
2025-09-21,Orange,250
2025-08-01,Banana,70
2025-07-30,Zucchini,100
2025-09-17,Red Onion A,140
2025-05-15,Cucumber,150
2025-06-15,Apple Mango,150
2025-04-27,Chilly Green,150
2025-04-30,Salad,180
2025-07-05,Corn,35
2025-04-05,Tomatoes Grade B,60
2025-07-18,Tomato B,45
2025-05-09,Red Onion Grade B,60
2025-06-15,Papaya,75
2025-10-05,Lemon,160
2025-07-21,Beetroot,55
2025-10-07,Salad,150
2025-10-04,Banana,90
2025-05-19,Chilly Green,140
2025-06-10,Papaya,80
2025-10-24,Ginger,220
2025-09-15,Garlic,350
2025-09-15,Pineapple,110
2025-07-06,Tomato B,40
2025-05-31,Apple Mango,500
2025-10-17,Cucumber,130
2025-05-14,White Cabbage,50
2025-05-03,Tomatoes Grade B,45
2025-08-07,Tomato A,55
2025-08-29,Potato for chips,40
2025-06-18,Apple Mango,200
2025-06-30,Papaya,85
2025-08-29,Beetroot,50
2025-09-12,Orange,180
2025-05-24,Apple,400
2025-10-16,Potato for chips,35
2025-08-09,Tomato A,50
2025-08-01,Eggplant,130
2025-09-09,Red Onion A,120
2025-10-01,Broccoli,200
2025-05-14,Courgette,100
2025-06-07,Broccoli,180
2025-10-03,Beetroot,55
2025-05-17,Red Onion Grade B,65
2025-07-07,Green Beans,160
2025-06-08,Pineapple,100
2025-06-18,Potatoes,45
2025-08-03,Potato,50
2025-10-23,Salad,160
2025-06-20,Green Beans,120
2025-08-06,Tomato A,50
2025-04-05,Yerer Orange,290
2025-06-12,Red Onion Grade C,90
2025-04-08,Broccoli,275
2025-10-11,Papaya,70
2025-06-07,Pineapple,110
2025-09-24,Cucumber,160
2025-08-30,Pineapple,120
2025-04-26,Chilly Green,150
2025-07-04,Red Onion A,100
2025-09-14,Garlic,300
2025-05-03,Strawberry,180
2025-09-12,Mango,120
2025-06-04,Ginger,160
2025-09-07,Red Onion B,90
2025-04-11,Chilly Green,140
2025-07-02,Grean Beans,150
2025-09-28,Corn,40
2025-05-07,White Cabbage,50
2025-10-07,Banana,90
2025-10-01,Green Beans,80
2025-10-08,Orange,180
2025-07-01,Papaya,100
2025-05-04,Chilly Green,150
2025-06-06,Ye Habesha Mango,140
2025-10-07,Orange,120
2025-10-01,Strawberry,280
2025-05-23,Cucumber,150
2025-09-06,Chili Green,160
2025-04-07,Cucumber,300
2025-09-10,Tomato A,70
2025-06-11,Broccoli,220
2025-06-16,Chilly Green,160
2025-09-22,Cucumber,165
2025-09-22,Avocado,120
2025-09-04,Pineapple,120
2025-06-08,Chilly Green,100
2025-08-14,Corn,35
2025-09-05,Zucchini,180
2025-05-23,Lemon,250
2025-10-14,Potato for chips,40
2025-09-13,Red Onion A,130
2025-09-14,Ginger,250
2025-05-10,Carrot,70
2025-10-15,Tomato B,90
2025-06-03,Apple,400
2025-08-12,Orange,220
2025-08-31,Mango Apple,180
2025-08-25,Ginger,250
2025-07-29,Mango Apple,230
2025-06-30,Apple,420
2025-07-31,Chili Green,150
2025-07-20,Papaya,80
2025-09-06,Mango Apple,160
2025-05-13,Chilly Green,155
2025-10-02,Zucchini,170
2025-09-30,Banana,80
2025-05-30,Valencia Orange,250
2025-04-06,Avocado Shekaraw,130
2025-05-18,Courgette,160
2025-06-18,Papaya,100
2025-08-01,White Cabbage,40
2025-04-21,Lemon,260
2025-08-26,Tomato A,60
2025-07-17,Lemon,180
2025-08-03,Strawberry,250
2025-07-06,Red Onion B,90
2025-07-17,Tomato A,55
2025-10-17,Corn,40
2025-10-18,Chili Green,135
2025-05-24,Salad,120
2025-10-16,Lemon,160
2025-06-08,Courgette,100
2025-07-28,Red Onion A,95
2025-07-03,Red Onion B,80
2025-05-18,White Cabbage,45
2025-10-06,Mango Apple,180
2025-10-21,Beetroot,55
2025-09-15,Tomato B,60
2025-07-19,Chili Green,160
2025-10-05,Strawberry,220
2025-08-30,Apple,450
2025-10-03,Strawberry,200
2025-10-06,Green Beans,90
2025-04-11,Tomatoes Grade B,60
2025-09-13,Carrot,100
2025-08-09,Tomato B,40
2025-04-06,Lemon,310
2025-08-30,Chili Green,180
2025-10-18,Tomato B,65
2025-07-27,Papaya,80
2025-09-03,Strawberry,220
2025-04-16,Green Beans,150
2025-07-07,Salad,150
2025-04-03,Red Onion Grade B,60
2025-07-26,Mango Apple,150
2025-07-11,Apple,440
2025-08-18,Beetroot,55
2025-05-08,Garlic,380
2025-07-17,Potato,40
2025-04-12,Chilly Green (Elfora),210
2025-08-27,Garlic,350
2025-10-02,Papaya,100
2025-05-17,Green Beans,100
2025-10-23,Cucumber,150
2025-07-22,Chili Green,160
2025-07-26,Red Onion A,95
2025-10-03,Potato,35
2025-08-28,Orange,180
2025-06-11,Green Beans,120
2025-07-25,Zucchini,140
2025-10-15,Red Onion B,80
2025-08-05,Tomato B,45
2025-06-18,Salad,115
2025-04-14,Broccoli,210
2025-07-01,Tomatoes Grade A,50
2025-05-28,Salad,130
2025-07-31,Sweet Potato,90
2025-05-26,Tomatoes Grade B,40
2025-07-09,Strawberry,220
2025-09-14,White Cabbage,35
2025-09-28,Garlic,350
2025-10-06,Mango Apple,160
2025-08-04,Mango,150
2025-10-09,Beetroot,50
2025-08-12,Papaya,130
2025-07-29,Strawberry,250
2025-05-17,Yerer Orange,250
2025-08-05,Tomato B,40
2025-08-26,White Cabbage,40
2025-07-24,Papaya,85
2025-08-22,Red Onion A,120
2025-09-26,Green Beans,80
2025-04-15,White Cabbage,55
2025-04-10,Papaya,80
2025-04-11,Avocado,125
2025-05-10,Red Onion Grade C,60
2025-10-12,Red Onion Elfora,85
2025-04-17,Chilly Green,150
2025-08-06,Banana,70
2025-09-12,Mango Apple,200
2025-09-13,Orange,200
2025-06-14,Lemon,200
2025-04-24,Ginger,160
2025-09-16,Ginger,250
2025-08-01,Zucchini,80
2025-04-18,Yerer Orange,280
2025-09-08,Lemon,180
2025-05-31,Avocado,100
2025-07-15,Banana,70
2025-07-05,Red Onion B,90
2025-06-06,Apple,400
2025-09-18,Potato for chips,40
2025-09-14,Beetroot,55
2025-08-09,Lemon,120
2025-04-09,Garlic,320
2025-10-06,Broccoli,160
2025-07-21,Lemon,120
2025-09-10,Tomato A,70
2025-10-01,Mango Apple,200
2025-09-08,Ginger,220
2025-09-07,Red Onion B,110
2025-04-29,Ginger,170
2025-05-04,Cucumber,250
2025-05-06,Red Onion Grade B,60
2025-04-04,Cucumber,300
2025-08-02,Tomato B,45
2025-07-04,Salad,130
2025-06-18,Pineapple,120
2025-05-27,Broccoli,150
2025-09-08,Orange,180
2025-07-20,Eggplant,120
2025-10-17,Potato,45
2025-08-25,Salad,130
2025-09-18,Red Onion B,135
2025-06-10,Courgette,130
2025-05-19,Ye Habesha Mango,120
2025-07-13,Red Onion A,80
2025-06-21,Tomatoes Grade A,40
2025-09-29,Beetroot,55
2025-08-28,Corn,40
2025-10-02,Red Onion B,125
2025-07-26,Mango,70
2025-08-24,Eggplant,150
2025-05-16,Tomatoes Grade A,45
2025-07-27,Corn,40
2025-10-22,Strawberry,240
2025-06-02,Pineapple,100
2025-10-19,Red Onion Elfora,70
2025-08-23,Pineapple,120
2025-10-24,Eggplant,90
2025-05-27,Chilly Green (Elfora),170
2025-10-01,White Cabbage,45
2025-09-30,Sweet Potato,100
2025-04-20,Carrot,70
2025-07-12,Cucumber,200
2025-05-04,Avocado,75
2025-08-04,Zucchini,140
2025-07-23,Strawberry,200
2025-07-23,Mango Apple,140
2025-10-04,Potato,35
2025-04-06,Avocado,85
2025-08-01,Green Beans,120
2025-06-30,Courgette,70
2025-07-03,Broccoli,230
2025-07-09,Green Beans,120
2025-10-21,Red Onion B,60
2025-05-17,Tomatoes Grade A,45
2025-09-07,White Cabbage,40
2025-10-05,Red Onion Elfora,110
2025-04-28,White Cabbage,45
2025-04-13,Green Beans,150
2025-07-15,Strawberry,220
2025-08-23,Red Onion A,115
2025-06-16,Ginger,170
2025-09-22,Lemon,130
2025-07-23,Potato,35
2025-10-07,Sweet Potato,75
2025-10-18,Garlic,350
2025-07-09,Apple,450
2025-09-22,Salad,200
2025-10-02,Potato for chips,40
2025-08-27,Avocado,110
2025-05-22,Lemon,250
2025-06-09,Yerer Orange,240
2025-09-03,Broccoli,200
2025-05-15,Ginger,140
2025-04-29,Salad,200
2025-08-12,Chili Green,100
2025-04-04,Red Onion A,70
2025-10-16,Corn,40
2025-04-11,Papaya,80
2025-07-06,Mango Apple,230
2025-04-16,Yerer Orange,280
2025-05-12,Ginger,150
2025-06-05,Apple,130
2025-06-14,Broccoli,150
2025-04-13,Yerer Orange,230
2025-06-18,White Cabbage,45
2025-09-13,Tomato A,65
2025-09-13,White Cabbage,40
2025-09-14,Broccoli,150
2025-04-26,Green Beans,200
2025-09-03,Salad,120
2025-06-10,Tomatoes Grade A,35
2025-08-20,Cucumber,130
2025-04-03,Papaya,110
2025-07-16,Banana,70
2025-09-21,Red Onion B,120
2025-08-13,Strawberry,250
2025-07-17,Red Onion A,90
2025-07-02,Papaya,100
2025-09-10,Red Onion B,120
2025-04-30,Chilly Green (Elfora),190
2025-08-08,Avocado,115
2025-10-23,Potato for chips,40
2025-04-10,Tomatoes Grade A,70
2025-06-16,Avocado,110
2025-08-22,Red Onion B,110
2025-09-18,Green chili starta,220
2025-07-10,Ginger,220
2025-09-22,Tomato B,70
2025-08-28,Red Onion Elfora,85
2025-07-27,Corn,35
2025-05-20,Potatoes,50
2025-06-10,Green Beans,120
2025-09-30,Red Onion A,130
2025-04-28,Lemon,300
2025-10-07,Red Onion A,130
2025-07-31,Ginger,250
2025-09-09,White Cabbage,35
2025-04-13,Salad,130
2025-10-02,Orange,180
2025-07-29,Red Onion C,95
2025-07-03,Carrot,75
2025-08-02,Garlic,350
2025-09-23,Green chili starta,100
2025-07-03,Banana,70
2025-06-09,Ginger,200
2025-05-15,Avocado,100
2025-08-31,Red Onion Elfora,90
2025-10-20,Papaya,85
2025-10-20,Lemon,140
2025-09-27,Papaya,130
2025-06-19,Ginger,200
2025-06-09,Avocado Shekaraw,110
2025-09-10,Salad,150
2025-08-28,Potato for chips,45
2025-06-20,Courgette,100
2025-06-04,Chilly Green,100
2025-08-20,Cucumber,130
2025-07-13,Eggplant,180
2025-06-30,Carrot,70
2025-06-01,Broccoli,250
2025-10-15,Mango Apple,240
2025-05-29,Red Onion Grade C,80
2025-09-01,Tomato A,65
2025-06-09,Ye Habesha Mango,130
2025-07-08,Sweet Potato,70
2025-07-10,Chili Green,155
2025-05-22,Chilly Green (Elfora),200
2025-10-20,Lemon,190
2025-07-20,Beetroot,65
2025-08-21,Tomato A,55
2025-08-31,Mango,75
2025-08-27,Potato,40
2025-08-26,Tomato B,50
2025-04-10,Red Onion Grade B,55
2025-07-18,Corn,35
2025-07-07,Salad,180
2025-04-16,Potatoes,40
2025-09-21,Beetroot,50
2025-10-03,Cucumber,150
2025-10-21,Zucchini,180
2025-10-18,Red Onion Elfora,60
2025-05-24,Courgette,80
2025-08-03,Red Onion C,100
2025-06-15,Tomatoes Grade A,45
2025-07-27,Cucumber,100
2025-06-08,Red Onion Grade C,90
2025-07-17,Cucumber,230
2025-08-13,Beetroot,50
2025-07-11,Apple,500
2025-04-20,Lemon,260
2025-07-19,Red Onion B,85
2025-07-31,Cucumber,180
2025-07-16,Eggplant,180
2025-04-30,Green Beans,130
2025-06-16,Apple Mango,150
2025-10-12,Red Onion B,80
2025-08-26,Salad,180
2025-04-07,Red Onion A,60
2025-10-06,Green chili starta,200
2025-07-20,Red Onion A,90
2025-09-29,Potato for chips,40
2025-10-06,Lemon,200
2025-07-01,White Cabbage,40
